criptoativo,mes,ano,num_operacoes,valor_total_operacoes,valor_medio_operacao
WAVES,1,2021,8625,6791511.29,787.42
WAVES,2,2021,12872,8561411.44,665.12
WAVES,3,2021,8997,6230769.73,692.54
WAVES,4,2021,25748,25156421.93,977.02
WAVES,5,2021,33342,48522752.7,1455.3
WAVES,6,2021,7494,10195528.45,1360.49
WAVES,7,2021,4185,5258634.88,1256.54
WAVES,8,2021,6801,5913198.34,869.46
WAVES,9,2021,4549,4147720.47,911.79
WAVES,10,2021,4351,4044983.46,929.67
WAVES,11,2021,2214,1570954.98,709.56
WAVES,12,2021,2105,1363406.85,647.7
WAVES,1,2022,1377,698086.7,506.96
WAVES,2,2022,1574,1024606.43,650.96
WAVES,3,2022,11264,13239907.38,1175.42
WAVES,4,2022,5310,5630296.07,1060.32
WAVES,5,2022,5933,3264821.49,550.28
WAVES,6,2022,8579,3928641.14,457.94
WAVES,7,2022,2970,1109582.15,373.6
WAVES,8,2022,2361,922108.88,390.56
WAVES,9,2022,1530,496578.94,324.56
WAVES,10,2022,1339,313667.87,234.26
WAVES,11,2022,1756,351627.25,200.24
WAVES,12,2022,1973,353563.2,179.2
WAVES,1,2023,1840,545448.89,296.44
WAVES,2,2023,1505,540041.6,358.83
WAVES,3,2023,598,156028.08,260.92
WAVES,4,2023,786,245063.55,311.79
WAVES,5,2023,890,232522.5,261.26
WAVES,6,2023,1383,270821.93,195.82
WAVES,7,2023,723,164386.25,227.37
WAVES,8,2023,319,64287.78,201.53
WAVES,9,2023,181,36617.55,202.31
WAVES,10,2023,295,103195.96,349.82
WAVES,11,2023,401,131595.7,328.17
WAVES,12,2023,619,180399.86,291.44
WAVES,1,2024,413,75878.17,183.72
WAVES,2,2024,454,133097.57,293.17
WAVES,3,2024,1256,363398.08,289.33
WAVES,4,2024,740,157146.64,212.36
WAVES,5,2024,567,88966.0,156.91
WAVES,6,2024,1360,200785.8,147.64
WAVES,7,2024,516,47691.61,92.43
WAVES,8,2024,235,18670.22,79.45
WAVES,9,2024,192,15167.1,79.0
WAVES,10,2024,299,27677.04,92.57
WAVES,11,2024,1458,158872.56,108.97
WAVES,12,2024,1208,140288.78,116.13
WAVES,1,2025,480,46865.56,97.64
WAVES,2,2025,305,30427.52,99.76
WAVES,3,2025,137,11640.82,84.97
WAVES,4,2025,115,7784.41,67.69
WAVES,5,2025,125,10952.56,87.62
WAVES,6,2025,73,5260.6,72.06
WBTC,6,2021,720,202428.55,281.15
WBTC,7,2021,620,174074.22,280.76
WBTC,8,2021,1289,506124.32,392.65
WBTC,9,2021,4096,2175911.24,531.23
WBTC,10,2021,10288,8477405.79,824.01
WBTC,11,2021,3940,1963845.3,498.44
WBTC,12,2021,1542,444686.48,288.38
WBTC,1,2022,1219,508009.2,416.74
WBTC,2,2022,1632,524219.51,321.21
WBTC,3,2022,1824,559548.67,306.77
WBTC,4,2022,1705,380108.17,222.94
WBTC,5,2022,1459,199677.91,136.86
WBTC,6,2022,1271,135494.13,106.6
WBTC,7,2022,1199,291261.95,242.92
WBTC,8,2022,765,145762.05,190.54
WBTC,9,2022,719,144781.32,201.36
WBTC,10,2022,1267,285029.38,224.96
WBTC,11,2022,1509,639449.67,423.76
WBTC,12,2022,873,223696.63,256.24
WBTC,1,2023,1484,200323.2,134.99
WBTC,2,2023,1238,132737.03,107.22
WBTC,3,2023,3341,980327.1,293.42
WBTC,4,2023,1883,560738.46,297.79
WBTC,5,2023,1393,254247.64,182.52
WBTC,6,2023,1328,204931.65,154.32
WBTC,7,2023,1590,262675.61,165.2
WBTC,8,2023,2737,229297.15,83.78
WBTC,9,2023,3300,201940.35,61.19
WBTC,10,2023,3709,447028.61,120.53
WBTC,11,2023,4188,1099492.68,262.53
WBTC,12,2023,5976,1143280.8,191.31
WBTC,1,2024,5850,977646.23,167.12
WBTC,2,2024,8366,1406404.14,168.11
WBTC,3,2024,13415,3529480.22,263.1
WBTC,4,2024,6179,1122339.36,181.64
WBTC,5,2024,5848,2469911.65,422.35
WBTC,6,2024,4730,776196.88,164.1
WBTC,7,2024,5938,1399241.46,235.64
WBTC,8,2024,6806,1442744.51,211.98
WBTC,9,2024,4170,780278.85,187.12
WBTC,10,2024,6461,1499796.31,232.13
WBTC,11,2024,13405,2986904.83,222.82
WBTC,12,2024,7691,2004271.08,260.6
WBTC,1,2025,6329,1181228.95,186.64
WBTC,2,2025,3434,818407.67,238.32
WBTC,3,2025,3181,837648.23,263.33
WBTC,4,2025,3241,534359.87,164.87
WBTC,5,2025,3888,496148.58,127.61
WBTC,6,2025,2307,236529.67,102.53
WBX,7,2020,58076,38723717.24,666.78
WBX,8,2020,40324,21456253.53,532.1
WBX,9,2020,29430,13037857.34,443.01
WBX,10,2020,17831,6513639.74,365.3
WBX,11,2020,42672,18429652.03,431.89
WBX,12,2020,70360,31509692.82,447.84
WBX,1,2021,47279,13493540.38,285.4
WBX,2,2021,60363,25852696.39,428.29
WBX,3,2021,653913,829359836.39,1268.3
WBX,4,2021,216331,219781658.15,1015.95
WBX,5,2021,115562,77770743.51,672.98
WBX,6,2021,75864,55286003.16,728.75
WBX,7,2021,64365,29585310.32,459.65
WBX,8,2021,172086,146736548.22,852.69
WBX,9,2021,101766,55737385.59,547.7
WBX,10,2021,93562,42354388.52,452.69
WBX,11,2021,83301,34902330.62,418.99
WBX,12,2021,53825,20207243.98,375.42
WBX,1,2022,42727,10665515.88,249.62
WBX,2,2022,45185,13594664.41,300.87
WBX,3,2022,33745,7219710.56,213.95
WBX,4,2022,20416,4328814.81,212.03
WBX,5,2022,24216,4669835.7,192.84
WBX,6,2022,19648,4618838.98,235.08
WBX,7,2022,26992,6318071.4,234.07
WBX,8,2022,16654,3748701.63,225.09
WBX,9,2022,13951,3189568.95,228.63
WBX,10,2022,37329,13413346.28,359.33
WBX,11,2022,35658,13349604.07,374.38
WBX,12,2022,15794,3838416.65,243.03
WBX,1,2023,25203,8129714.6,322.57
WBX,2,2023,46865,19914492.05,424.93
WBX,3,2023,22017,6266166.9,284.61
WBX,4,2023,16901,3394507.3,200.85
WBX,5,2023,20025,4014339.3,200.47
WBX,6,2023,13958,2889764.04,207.03
WBX,7,2023,19062,5189028.78,272.22
WBX,8,2023,19323,5430927.86,281.06
WBX,9,2023,19280,4519237.38,234.4
WBX,10,2023,16605,3785624.51,227.98
WBX,11,2023,17513,4138945.36,236.34
WBX,12,2023,17504,3719181.09,212.48
WBX,1,2024,18124,3959936.89,218.49
WBX,2,2024,33049,9846740.64,297.94
WBX,3,2024,39672,12027611.43,303.18
WBX,4,2024,19520,5435422.55,278.45
WBX,5,2024,20164,5770682.36,286.19
WBX,6,2024,23546,11958926.77,507.9
WBX,7,2024,22160,11504460.19,519.15
WBX,8,2024,25927,11452853.02,441.73
WBX,9,2024,24990,12844975.85,514.0
WBX,10,2024,19763,7870327.25,398.24
WBX,11,2024,30551,8845697.1,289.54
WBX,12,2024,53125,12039978.05,226.63
WBX,1,2025,57364,11986873.54,208.96
WBX,2,2025,24305,5321010.74,218.93
WBX,3,2025,16837,3169567.02,188.25
WBX,4,2025,13986,2290101.76,163.74
WBX,5,2025,9685,1550416.42,160.08
WBX,6,2025,7589,1602685.92,211.19
XLM,8,2019,650,111618.43,171.72
XLM,9,2019,1212,681412.69,562.22
XLM,10,2019,991,273572.37,276.06
XLM,11,2019,1909,1109975.91,581.44
XLM,12,2019,926,360297.21,389.09
XLM,1,2020,3445,1236144.1,358.82
XLM,2,2020,2350,883344.58,375.89
XLM,3,2020,1559,369484.45,237.0
XLM,4,2020,3850,1243738.57,323.05
XLM,5,2020,3601,1071445.35,297.54
XLM,6,2020,4960,1825831.57,368.11
XLM,7,2020,4808,2512497.92,522.57
XLM,8,2020,4627,2242041.28,484.56
XLM,9,2020,1597,650638.49,407.41
XLM,10,2020,1256,735194.71,585.35
XLM,11,2020,7862,6765617.06,860.55
XLM,12,2020,6706,3702666.58,552.14
XLM,1,2021,32434,31185976.65,961.52
XLM,2,2021,30303,34250382.94,1130.26
XLM,3,2021,14164,10370264.45,732.16
XLM,4,2021,30589,26392158.34,862.8
XLM,5,2021,61348,34708902.04,565.77
XLM,6,2021,16033,5152745.28,321.38
XLM,7,2021,9564,3096188.31,323.73
XLM,8,2021,17688,7287966.15,412.03
XLM,9,2021,10880,3993796.3,367.08
XLM,10,2021,13326,6612863.93,496.24
XLM,11,2021,12160,4625048.05,380.35
XLM,12,2021,11034,2469994.56,223.85
XLM,1,2022,7799,1264763.98,162.17
XLM,2,2022,28847,4426717.93,153.46
XLM,3,2022,24315,5178170.31,212.96
XLM,4,2022,19531,4699770.79,240.63
XLM,5,2022,18153,1512412.1,83.31
XLM,6,2022,12683,2222708.01,175.25
XLM,7,2022,10131,1371745.13,135.4
XLM,8,2022,8369,1112798.38,132.97
XLM,9,2022,7999,1022757.46,127.86
XLM,10,2022,7879,926623.08,117.61
XLM,11,2022,6392,881166.54,137.85
XLM,12,2022,4958,1599676.07,322.65
XLM,1,2023,6488,1003562.74,154.68
XLM,2,2023,7225,929724.64,128.68
XLM,3,2023,10881,1243845.28,114.31
XLM,4,2023,9147,3163435.65,345.84
XLM,5,2023,6111,626769.89,102.56
XLM,6,2023,8491,1278144.11,150.53
XLM,7,2023,39299,4996705.43,127.15
XLM,8,2023,34533,2367722.1,68.56
XLM,9,2023,9272,1171319.21,126.33
XLM,10,2023,10187,2040059.05,200.26
XLM,11,2023,13221,2663887.75,201.49
XLM,12,2023,90168,6084410.02,67.48
XLM,1,2024,35517,2113111.68,59.5
XLM,2,2024,120029,9670980.56,80.57
XLM,3,2024,256171,34517439.72,134.74
XLM,4,2024,157555,14938927.76,94.82
XLM,5,2024,126342,12107119.06,95.83
XLM,6,2024,112959,9575318.02,84.77
XLM,7,2024,145263,15436405.43,106.27
XLM,8,2024,111830,10027160.53,89.66
XLM,9,2024,97069,8200766.55,84.48
XLM,10,2024,103768,10387770.02,100.11
XLM,11,2024,1103943,1575900096.96,1427.52
XLM,12,2024,746281,863887553.05,1157.59
XLM,1,2025,489068,413247357.3,844.97
XLM,2,2025,232089,119144378.28,513.36
XLM,3,2025,315346,160270052.13,508.24
XLM,4,2025,113247,43587885.09,384.89
XLM,5,2025,104232,41477833.2,397.94
XLM,6,2025,78239,17489218.29,223.54
XLM,7,2025,3,789.03,263.01
XMR,8,2019,4,3293.6,823.4
XMR,9,2019,7,7991.01,1141.57
XMR,12,2019,1,120.0,120.0
XMR,1,2020,8,3377.86,422.23
XMR,2,2020,20,5255.06,262.75
XMR,3,2020,9,2527.51,280.83
XMR,4,2020,33,37533.64,1137.38
XMR,5,2020,17,26397.4,1552.79
XMR,6,2020,2640,1638474.65,620.63
XMR,7,2020,1583,876885.6,553.94
XMR,8,2020,1808,1092792.37,604.42
XMR,9,2020,961,755532.41,786.19
XMR,10,2020,1769,1484593.86,839.23
XMR,11,2020,1972,1981044.56,1004.59
XMR,12,2020,2530,2002156.44,791.37
XMR,1,2021,6234,4968524.45,797.0
XMR,2,2021,9368,7315955.99,780.95
XMR,3,2021,5519,3664566.18,663.99
XMR,4,2021,12744,10521954.64,825.64
XMR,5,2021,9212,8232394.89,893.66
XMR,6,2021,2544,1744880.44,685.88
XMR,7,2021,1513,1566861.54,1035.6
XMR,8,2021,2596,2772629.47,1068.04
XMR,9,2021,1540,1233752.97,801.14
XMR,10,2021,1938,1631778.64,841.99
XMR,11,2021,1310,930576.48,710.36
XMR,12,2021,1037,593747.53,572.56
XMR,1,2022,830,471053.7,567.53
XMR,2,2022,667,423605.71,635.09
XMR,3,2022,1266,781434.3,617.25
XMR,4,2022,1354,980525.27,724.17
XMR,5,2022,1439,884659.65,614.77
XMR,6,2022,1269,859153.65,677.03
XMR,7,2022,1083,706200.73,652.08
XMR,8,2022,700,348597.54,498.0
XMR,9,2022,773,699534.1,904.96
XMR,10,2022,722,585737.0,811.27
XMR,11,2022,786,470794.38,598.98
XMR,12,2022,629,390878.72,621.43
XMR,1,2023,830,463061.17,557.91
XMR,2,2023,746,384344.23,515.21
XMR,3,2023,768,338396.85,440.62
XMR,4,2023,893,586322.07,656.58
XMR,5,2023,1244,878605.22,706.27
XMR,6,2023,652,594364.91,911.6
XMR,7,2023,726,405399.99,558.4
XMR,8,2023,1188,591582.21,497.96
XMR,9,2023,805,643931.63,799.92
XMR,10,2023,1304,782589.17,600.15
XMR,11,2023,1041,691501.23,664.27
XMR,12,2023,1239,680004.75,548.83
XMR,1,2024,1171,625665.49,534.3
XMR,2,2024,2921,819640.37,280.6
XMR,3,2024,2288,407798.13,178.23
XMR,4,2024,1438,253902.68,176.57
XMR,5,2024,1363,192734.17,141.4
XMR,6,2024,1174,156077.49,132.95
XMR,7,2024,1621,214279.66,132.19
XMR,8,2024,1044,130822.79,125.31
XMR,9,2024,1982,196738.19,99.26
XMR,10,2024,1745,224265.19,128.52
XMR,11,2024,1783,209053.88,117.25
XMR,12,2024,3660,378815.12,103.5
XMR,1,2025,556,83092.62,149.45
XMR,2,2025,547,126583.83,231.41
XMR,3,2025,516,236373.56,458.09
XMR,4,2025,407,233433.63,573.55
XMR,5,2025,1078,580193.33,538.21
XMR,6,2025,386,177339.08,459.43
XRP,8,2019,79818,22457571.71,281.36
XRP,9,2019,92469,1549125776.36,16752.92
XRP,10,2019,70879,748097588.68,10554.57
XRP,11,2019,69932,1017527745.77,14550.25
XRP,12,2019,37066,587244369.28,15843.21
XRP,1,2020,66675,1222420644.85,18334.02
XRP,2,2020,105442,2555948262.41,24240.32
XRP,3,2020,92525,3244708889.71,35068.46
XRP,4,2020,73821,3476559503.9,47094.45
XRP,5,2020,90978,2897678811.28,31850.32
XRP,6,2020,57109,2216755756.17,38816.22
XRP,7,2020,70205,3405352974.57,48505.85
XRP,8,2020,102450,2975606482.16,29044.48
XRP,9,2020,50774,40793101.35,803.43
XRP,10,2020,42901,45412272.93,1058.54
XRP,11,2020,324662,383426368.61,1181.0
XRP,12,2020,388703,393474515.55,1012.28
XRP,1,2021,484949,423295847.15,872.87
XRP,2,2021,802039,924770450.28,1153.02
XRP,3,2021,417322,387685579.87,928.98
XRP,4,2021,1510859,2335446490.86,1545.77
XRP,5,2021,778714,1205780492.23,1548.43
XRP,6,2021,254114,243227788.64,957.16
XRP,7,2021,182971,181051349.17,989.51
XRP,8,2021,461316,551167973.54,1194.77
XRP,9,2021,294981,326292074.12,1106.15
XRP,10,2021,266426,271257581.71,1018.13
XRP,11,2021,232792,248082823.46,1065.68
XRP,12,2021,154408,124352754.8,805.35
XRP,1,2022,105795,76847400.94,726.38
XRP,2,2022,122881,70229140.32,571.52
XRP,3,2022,100575,55669318.31,553.51
XRP,4,2022,82666,38740495.02,468.64
XRP,5,2022,89662,38715708.19,431.8
XRP,6,2022,71216,29326477.97,411.8
XRP,7,2022,68710,24679951.87,359.19
XRP,8,2022,59188,22804230.38,385.28
XRP,9,2022,84923,42389231.54,499.15
XRP,10,2022,76957,40910888.78,531.61
XRP,11,2022,96571,56502483.19,585.09
XRP,12,2022,47727,25100867.42,525.93
XRP,1,2023,61030,25819394.17,423.06
XRP,2,2023,48225,18838432.51,390.64
XRP,3,2023,103627,42650112.57,411.57
XRP,4,2023,62022,22552813.9,363.63
XRP,5,2023,45495,24349884.56,535.22
XRP,6,2023,46748,29911749.51,639.85
XRP,7,2023,122499,76416089.27,623.81
XRP,8,2023,102325,28409664.87,277.64
XRP,9,2023,75873,20459507.26,269.65
XRP,10,2023,100438,32397280.3,322.56
XRP,11,2023,116017,54500488.75,469.76
XRP,12,2023,100259,51207849.81,510.76
XRP,1,2024,99896,35934312.16,359.72
XRP,2,2024,104653,41212285.92,393.8
XRP,3,2024,182468,91422904.42,501.04
XRP,4,2024,153842,51345633.0,333.76
XRP,5,2024,131605,35460638.94,269.45
XRP,6,2024,110541,37252350.2,337.0
XRP,7,2024,148687,74889777.76,503.67
XRP,8,2024,124827,141353084.62,1132.39
XRP,9,2024,104486,55097293.47,527.32
XRP,10,2024,117680,71564524.83,608.13
XRP,11,2024,457440,579145549.25,1266.06
XRP,12,2024,676067,810274860.91,1198.51
XRP,1,2025,1218049,1050560621.14,862.49
XRP,2,2025,749025,660845884.55,882.27
XRP,3,2025,949530,872624727.88,919.01
XRP,4,2025,411453,381536183.06,927.29
XRP,5,2025,415061,345274201.18,831.86
XRP,6,2025,280819,240909300.93,857.88
XRP,7,2025,5,42517.39,8503.48
XTZ,8,2019,42,255784.15,6090.1
XTZ,9,2019,15,21025.53,1401.7
XTZ,11,2019,46,613023.48,13326.6
XTZ,12,2019,27,65189.72,2414.43
XTZ,1,2020,18,198543.59,11030.2
XTZ,2,2020,181,1088254.24,6012.45
XTZ,3,2020,29,209201.47,7213.84
XTZ,4,2020,1697,1798980.6,1060.09
XTZ,5,2020,4390,3114118.48,709.37
XTZ,6,2020,1913,1186386.26,620.17
XTZ,7,2020,3445,2808782.82,815.32
XTZ,8,2020,5792,5131219.29,885.91
XTZ,9,2020,1980,1182234.69,597.09
XTZ,10,2020,1677,913679.42,544.83
XTZ,11,2020,2714,1716640.52,632.51
XTZ,12,2020,1986,992547.42,499.77
XTZ,1,2021,5556,3470143.55,624.58
XTZ,2,2021,8887,5568716.95,626.61
XTZ,3,2021,5592,3298827.53,589.92
XTZ,4,2021,9643,6722867.37,697.18
XTZ,5,2021,7178,5631967.08,784.62
XTZ,6,2021,2181,796995.91,365.43
XTZ,7,2021,1188,424237.68,357.1
XTZ,8,2021,5489,4503763.86,820.51
XTZ,9,2021,10264,11351185.87,1105.92
XTZ,10,2021,6554,6761246.41,1031.62
XTZ,11,2021,2749,1945422.36,707.68
XTZ,12,2021,3288,2675943.99,813.85
XTZ,1,2022,14135,5297184.46,374.76
XTZ,2,2022,16781,3591118.71,214.0
XTZ,3,2022,9156,1581535.91,172.73
XTZ,4,2022,7927,1157607.79,146.03
XTZ,5,2022,9223,1090077.4,118.19
XTZ,6,2022,8243,1880015.53,228.07
XTZ,7,2022,6206,874023.17,140.84
XTZ,8,2022,4274,840394.22,196.63
XTZ,9,2022,3933,524468.97,133.35
XTZ,10,2022,2113,277227.92,131.2
XTZ,11,2022,2487,458349.44,184.3
XTZ,12,2022,1152,258262.46,224.19
XTZ,1,2023,3170,984841.64,310.68
XTZ,2,2023,3374,699841.83,207.42
XTZ,3,2023,1997,295147.25,147.8
XTZ,4,2023,1940,402418.36,207.43
XTZ,5,2023,1158,88019.32,76.01
XTZ,6,2023,1504,98456.7,65.46
XTZ,7,2023,1885,177276.1,94.05
XTZ,8,2023,2713,128477.8,47.36
XTZ,9,2023,1444,57023.55,39.49
XTZ,10,2023,1779,176920.47,99.45
XTZ,11,2023,2095,254716.76,121.58
XTZ,12,2023,2500,239954.17,95.98
XTZ,1,2024,3735,363308.82,97.27
XTZ,2,2024,4172,386163.91,92.56
XTZ,3,2024,6036,1004700.85,166.45
XTZ,4,2024,3742,599838.08,160.3
XTZ,5,2024,2990,557975.4,186.61
XTZ,6,2024,1661,331743.25,199.73
XTZ,7,2024,1901,342859.64,180.36
XTZ,8,2024,1511,137201.36,90.8
XTZ,9,2024,1152,112314.16,97.49
XTZ,10,2024,1444,108188.61,74.92
XTZ,11,2024,7065,2051984.27,290.44
XTZ,12,2024,7707,1691730.24,219.51
XTZ,1,2025,3436,382295.52,111.26
XTZ,2,2025,1942,211359.6,108.84
XTZ,3,2025,1631,332801.3,204.05
XTZ,4,2025,1510,154546.67,102.35
XTZ,5,2025,34648,6509652.11,187.88
XTZ,6,2025,14256,1494295.4,104.82
XTZ,7,2025,6,3707.53,617.92
YFI,9,2020,90,1666606.16,18517.85
YFI,10,2020,36,17643.27,490.09
YFI,11,2020,410,345864.98,843.57
YFI,12,2020,451,1466287.56,3251.19
YFI,1,2021,6073,106600473.12,17553.18
YFI,2,2021,4062,69901199.07,17208.57
YFI,3,2021,598,1561517.43,2611.23
YFI,4,2021,877,1386992.68,1581.52
YFI,5,2021,54853,201169449.94,3667.43
YFI,6,2021,14229,18761968.58,1318.57
YFI,7,2021,9978,7489376.28,750.59
YFI,8,2021,15174,11088915.17,730.78
YFI,9,2021,9952,6137987.36,616.76
YFI,10,2021,12416,7869180.84,633.79
YFI,11,2021,8679,6707335.14,772.82
YFI,12,2021,49953,26335616.26,527.21
YFI,1,2022,11059,9078877.71,820.95
YFI,2,2022,4392,1981452.98,451.15
YFI,3,2022,3293,2154981.39,654.41
YFI,4,2022,2304,1103398.73,478.91
YFI,5,2022,4229,1022071.74,241.68
YFI,6,2022,6163,1663958.02,269.99
YFI,7,2022,5355,2396780.08,447.58
YFI,8,2022,4521,2289631.09,506.44
YFI,9,2022,2837,1087777.35,383.43
YFI,10,2022,1478,506610.67,342.77
YFI,11,2022,2503,722937.8,288.83
YFI,12,2022,1650,300411.36,182.07
YFI,1,2023,1873,330659.94,176.54
YFI,2,2023,2992,710865.56,237.59
YFI,3,2023,4348,1326700.46,305.13
YFI,4,2023,1778,308753.63,173.65
YFI,5,2023,1860,278243.45,149.59
YFI,6,2023,1798,477416.95,265.53
YFI,7,2023,1808,208416.31,115.27
YFI,8,2023,1674,337263.03,201.47
YFI,9,2023,1272,185794.27,146.06
YFI,10,2023,1900,655611.94,345.06
YFI,11,2023,7269,2354511.76,323.91
YFI,12,2023,3680,877110.38,238.35
YFI,1,2024,4121,719091.32,174.49
YFI,2,2024,4614,938973.24,203.51
YFI,3,2024,7730,1612336.73,208.58
YFI,4,2024,4959,1246547.77,251.37
YFI,5,2024,2586,596113.22,230.52
YFI,6,2024,2244,1999597.35,891.09
YFI,7,2024,2492,5239452.13,2102.51
YFI,8,2024,2301,28972707.13,12591.35
YFI,9,2024,1725,388619.7,225.29
YFI,10,2024,1820,287159.48,157.78
YFI,11,2024,4935,1952067.88,395.56
YFI,12,2024,7657,3554310.77,464.19
YFI,1,2025,2762,1477092.04,534.79
YFI,2,2025,1553,765878.83,493.16
YFI,3,2025,1049,217136.85,206.99
YFI,4,2025,1100,760576.26,691.43
YFI,5,2025,1061,204651.77,192.89
YFI,6,2025,714,105285.35,147.46
ZEC,8,2019,9530,870615.56,91.36
ZEC,9,2019,3951,415716.53,105.22
ZEC,10,2019,3676,341409.96,92.88
ZEC,11,2019,2432,262651.72,108.0
ZEC,12,2019,2576,301528.71,117.05
ZEC,1,2020,10361,1506241.25,145.38
ZEC,2,2020,9191,1763433.22,191.87
ZEC,3,2020,12513,1349465.35,107.85
ZEC,4,2020,7026,1009176.64,143.63
ZEC,5,2020,253,41796.04,165.2
ZEC,6,2020,159,8979.21,56.47
ZEC,7,2020,258,47668.7,184.76
ZEC,8,2020,577,146229.77,253.43
ZEC,9,2020,205,18397.67,89.74
ZEC,10,2020,185,121528.2,656.91
ZEC,11,2020,351,63515.22,180.96
ZEC,12,2020,254,56859.35,223.86
ZEC,1,2021,9,5121.65,569.07
ZEC,2,2021,594,802844.28,1351.59
ZEC,3,2021,389,90248.1,232.0
ZEC,4,2021,536,228172.22,425.69
ZEC,5,2021,582,7407617.25,12727.86
ZEC,6,2021,55,1085357.36,19733.77
ZEC,7,2021,37,187164.94,5058.51
ZEC,8,2021,63,666028.08,10571.87
ZEC,9,2021,82,1433227.85,17478.39
ZEC,10,2021,13,95680.59,7360.05
ZEC,11,2021,4280,4613350.93,1077.89
ZEC,12,2021,766,507110.17,662.02
ZEC,1,2022,264,206159.67,780.91
ZEC,2,2022,275,230722.64,838.99
ZEC,3,2022,899,1259583.38,1401.09
ZEC,4,2022,392,464217.23,1184.23
ZEC,5,2022,298,283680.85,951.95
ZEC,6,2022,126,34018.48,269.99
ZEC,7,2022,115,79212.52,688.8
ZEC,8,2022,163,131530.58,806.94
ZEC,9,2022,93,39184.94,421.34
ZEC,10,2022,36,6931.18,192.53
ZEC,11,2022,87,18367.3,211.12
ZEC,12,2022,54,7436.3,137.71
ZEC,1,2023,455,75445.72,165.81
ZEC,2,2023,534,97466.13,182.52
ZEC,3,2023,487,103708.68,212.95
ZEC,4,2023,94,11372.49,120.98
ZEC,5,2023,134,13556.69,101.17
ZEC,6,2023,129,17814.46,138.1
ZEC,7,2023,131,23472.98,179.18
ZEC,8,2023,125,19221.62,153.77
ZEC,9,2023,64,3569.3,55.77
ZEC,10,2023,117,14725.14,125.86
ZEC,11,2023,242,34804.91,143.82
ZEC,12,2023,201,47682.48,237.23
ZEC,1,2024,330,141688.98,429.36
ZEC,2,2024,240,63175.51,263.23
ZEC,3,2024,322,80838.08,251.05
ZEC,4,2024,345,1256041.49,3640.7
ZEC,5,2024,332,2423031.53,7298.29
ZEC,6,2024,153,140279.17,916.86
ZEC,7,2024,246,41043.61,166.84
ZEC,8,2024,341,223629.11,655.8
ZEC,9,2024,196,51354.64,262.01
ZEC,10,2024,434,58128.76,133.94
ZEC,11,2024,629,94441.25,150.15
ZEC,12,2024,1232,158229.29,128.43
ZEC,1,2025,328,85828.83,261.67
ZEC,2,2025,198,131257.69,662.92
ZEC,3,2025,177,52721.74,297.86
ZEC,4,2025,240,150283.93,626.18
ZEC,5,2025,286,50342.92,176.02
ZEC,6,2025,115,14336.26,124.66
ZRX,9,2019,5,51233.81,10246.76
ZRX,10,2019,35,70741.36,2021.18
ZRX,11,2019,50,4810.49,96.21
ZRX,12,2019,121,6283.56,51.93
ZRX,1,2020,135,4561.04,33.79
ZRX,2,2020,294,27192.95,92.49
ZRX,3,2020,137,9324.99,68.07
ZRX,4,2020,180,13329.48,74.05
ZRX,5,2020,770,97462.89,126.58
ZRX,6,2020,429,82258.49,191.74
ZRX,7,2020,860,69635.49,80.97
ZRX,8,2020,1662,222277.74,133.74
ZRX,9,2020,428,40025.72,93.52
ZRX,10,2020,346,69304.2,200.3
ZRX,11,2020,379,48327.6,127.51
ZRX,12,2020,346,49040.73,141.74
ZRX,1,2021,8,5200.17,650.02
ZRX,2,2021,1356,490023.05,361.37
ZRX,3,2021,1027,64638.09,62.94
ZRX,4,2021,817,187661.89,229.7
ZRX,5,2021,35066,24125521.12,688.0
ZRX,6,2021,14531,4538489.38,312.33
ZRX,7,2021,16358,5267184.96,321.99
ZRX,8,2021,49000,8743813.17,178.45
ZRX,9,2021,53061,7504862.86,141.44
ZRX,10,2021,20141,12276934.88,609.55
ZRX,11,2021,18851,11393590.79,604.4
ZRX,12,2021,6356,2136219.78,336.09
ZRX,1,2022,5204,2113338.73,406.1
ZRX,2,2022,3547,1006462.96,283.75
ZRX,3,2022,5137,2070828.45,403.12
ZRX,4,2022,7905,3509476.05,443.96
ZRX,5,2022,5583,24600652.11,4406.35
ZRX,6,2022,4057,1159698.44,285.85
ZRX,7,2022,3606,645163.67,178.91
ZRX,8,2022,2789,534029.98,191.48
ZRX,9,2022,2512,279187.47,111.14
ZRX,10,2022,2572,151054.67,58.73
ZRX,11,2022,3789,339845.58,89.69
ZRX,12,2022,3317,624523.68,188.28
ZRX,1,2023,9146,408531.83,44.67
ZRX,2,2023,10239,425851.09,41.59
ZRX,3,2023,11901,522534.2,43.91
ZRX,4,2023,13310,777639.9,58.43
ZRX,5,2023,4518,177444.17,39.27
ZRX,6,2023,3560,167713.2,47.11
ZRX,7,2023,6205,293093.92,47.24
ZRX,8,2023,4005,141145.74,35.24
ZRX,9,2023,2542,60648.34,23.86
ZRX,10,2023,7148,525156.07,73.47
ZRX,11,2023,6984,1102774.86,157.9
ZRX,12,2023,3337,322369.63,96.6
ZRX,1,2024,9315,464539.24,49.87
ZRX,2,2024,4010,415163.91,103.53
ZRX,3,2024,25087,6978370.15,278.17
ZRX,4,2024,5839,1054575.56,180.61
ZRX,5,2024,4272,783111.38,183.31
ZRX,6,2024,2859,594592.55,207.97
ZRX,7,2024,6325,1008623.85,159.47
ZRX,8,2024,4265,606074.3,142.1
ZRX,9,2024,1614,124753.39,77.29
